row,col,hsa,hs,ha,thsa,ths,tha
22,19,18,18,0,60,59,1
24,19,105,102,3,357,347,10
26,19,2,2,0,2,2,0
29,19,3,3,0,11,9,2
30,19,2,2,0,7,5,2
32,19,481,395,86,2244,1962,282
33,19,224,206,18,1220,1130,90
34,19,6,6,0,15,15,0
35,19,882,856,26,3760,3567,193
36,19,884,884,0,3611,3526,85
37,19,10,8,2,34,30,4
38,19,20,20,0,62,61,1
39,19,102,102,0,316,270,46
40,19,47,33,14,202,151,51
41,19,80,80,0,350,346,4
42,19,111,88,23,493,394,99
43,19,31,31,0,64,54,10
44,19,87,81,6,346,327,19
45,19,7,7,0,22,22,0
46,19,2,2,0,13,11,2
47,19,7,3,4,13,5,8
48,19,756,756,0,4791,4309,482
49,19,818,769,49,4430,3965,465
53,19,36,1,35,148,6,142
55,19,7,6,1,40,30,10
56,19,7,7,0,46,36,10
57,19,22,18,4,134,125,9
60,19,143,31,112,473,218,255
61,19,10,5,5,40,23,17
62,19,46,30,16,329,238,91
1,20,5,5,0,15,15,0
2,20,556,545,11,2032,1994,38
3,20,938,892,46,3869,3615,254
4,20,114,114,0,387,347,40
5,20,306,283,23,1137,1077,60
6,20,130,130,0,1166,752,414
7,20,339,300,39,1268,970,298
8,20,82,82,0,681,405,276
9,20,26,26,0,303,182,121
10,20,65,65,0,371,357,14
11,20,14,14,0,114,108,6
12,20,48,48,0,315,290,25
13,20,40,40,0,135,122,13
14,20,144,131,13,573,524,49
15,20,68,68,0,515,508,7
16,20,156,156,0,578,563,15
17,20,39,39,0,293,279,14
18,20,55,55,0,240,225,15
19,20,50,50,0,152,146,6
20,20,247,234,13,847,806,41
22,20,18,18,0,40,39,1
24,20,50,46,4,152,144,8
29,20,3,3,0,5,4,1
30,20,2,2,0,5,4,1
32,20,238,188,50,1140,998,142
33,20,110,104,6,634,595,39
34,20,8,8,0,13,13,0
35,20,527,515,12,2211,2083,128
36,20,507,507,0,2162,2100,62
37,20,5,3,2,25,19,6
38,20,11,11,0,40,38,2
39,20,70,70,0,221,194,27
40,20,35,25,10,130,89,41
41,20,74,73,1,255,252,3
42,20,75,61,14,351,271,80
43,20,16,16,0,40,32,8
44,20,69,65,4,238,226,12
45,20,4,4,0,16,16,0
48,20,383,383,0,2206,1972,234
49,20,369,339,30,2053,1862,191
53,20,18,0,18,77,0,77
55,20,9,7,2,46,31,15
56,20,6,6,0,25,14,11
57,20,8,7,1,57,50,7
60,20,95,20,75,311,147,164
62,20,32,20,12,192,135,57
2,21,254,252,2,905,895,10
3,21,351,337,14,1626,1523,103
4,21,48,48,0,182,154,28
5,21,128,118,10,427,399,28
6,21,51,51,0,671,377,294
7,21,142,125,17,679,469,210
8,21,38,38,0,388,204,184
9,21,12,12,0,170,84,86
10,21,13,13,0,145,141,4
11,21,5,5,0,36,31,5
12,21,9,9,0,125,116,9
13,21,5,5,0,52,50,2
14,21,48,40,8,202,182,20
15,21,26,26,0,175,173,2
16,21,37,37,0,172,167,5
17,21,8,8,0,99,96,3
18,21,8,8,0,74,66,8
19,21,11,11,0,58,57,1
20,21,117,110,7,352,337,15
22,21,12,12,0,30,29,1
24,21,39,35,4,110,104,6
32,21,122,97,25,579,482,97
33,21,52,47,5,316,287,29
34,21,5,5,0,11,10,1
35,21,229,224,5,1069,998,71
36,21,223,223,0,977,942,35
37,21,3,2,1,13,11,2
38,21,3,3,0,21,20,1
39,21,36,36,0,93,78,15
40,21,14,8,6,53,35,18
41,21,22,22,0,68,68,0
42,21,27,22,5,136,105,31
43,21,9,9,0,18,16,2
44,21,34,34,0,108,104,4
45,21,2,2,0,18,18,0
48,21,168,168,0,1288,1160,128
49,21,193,181,12,1206,1097,109
53,21,7,0,7,43,4,39
55,21,2,0,2,9,4,5
56,21,5,5,0,15,13,2
57,21,4,2,2,18,15,3
60,21,35,8,27,111,41,70
62,21,8,8,0,41,33,8
1,22,6,6,0,22,19,3
2,22,508,504,4,2030,2008,22
3,22,763,726,37,3472,3252,220
4,22,107,107,0,390,360,30
5,22,347,321,26,1230,1165,65
6,22,109,109,0,1213,758,455
7,22,285,259,26,1379,1069,310
8,22,55,55,0,679,385,294
9,22,28,28,0,321,179,142
10,22,33,33,0,328,314,14
11,22,14,14,0,103,96,7
12,22,30,30,0,258,240,18
13,22,27,27,0,118,109,9
14,22,107,99,8,426,386,40
15,22,52,52,0,427,417,10
16,22,123,123,0,468,462,6
17,22,26,26,0,249,239,10
18,22,62,62,0,252,237,15
19,22,37,37,0,164,159,5
20,22,255,242,13,852,813,39
22,22,18,18,0,42,42,0
24,22,58,57,1,163,157,6
27,22,2,2,0,6,4,2
29,22,2,2,0,2,2,0
30,22,2,2,0,8,7,1
32,22,276,238,38,1316,1169,147
33,22,118,105,13,648,599,49
34,22,4,4,0,14,13,1
35,22,530,518,12,2432,2309,123
36,22,511,511,0,2366,2298,68
37,22,4,4,0,28,21,7
38,22,16,16,0,48,48,0
39,22,91,91,0,278,225,53
40,22,36,23,13,151,105,46
41,22,43,42,1,171,169,2
42,22,66,56,10,353,281,72
43,22,24,24,0,49,43,6
44,22,78,73,5,297,286,11
45,22,4,4,0,30,30,0
46,22,3,3,0,14,10,4
47,22,2,0,2,6,2,4
48,22,425,425,0,2914,2623,291
49,22,486,447,39,2703,2405,298
53,22,18,0,18,117,7,110
55,22,6,4,2,17,12,5
56,22,9,9,0,31,30,1
57,22,15,14,1,77,74,3
60,22,95,24,71,323,145,178
62,22,16,12,4,147,117,30
1,23,7,6,1,24,19,5
2,23,977,963,14,3589,3535,54
3,23,1416,1356,60,6274,5883,391
4,23,132,132,0,480,410,70
5,23,583,545,38,1938,1833,105
6,23,200,200,0,1798,1132,666
7,23,565,528,37,2128,1657,471
8,23,117,117,0,1050,611,439
9,23,52,52,0,459,263,196
10,23,73,73,0,608,577,31
11,23,19,19,0,179,168,11
12,23,57,57,0,453,425,28
13,23,56,56,0,209,195,14
14,23,197,183,14,763,713,50
15,23,99,99,0,731,718,13
16,23,224,224,0,836,816,20
17,23,59,59,0,461,445,16
18,23,114,114,0,376,358,18
19,23,64,64,0,262,257,5
20,23,388,363,25,1323,1255,68
22,23,20,19,1,72,71,1
24,23,103,102,1,303,299,4
32,23,505,422,83,2200,1936,264
33,23,253,222,31,1217,1107,110
34,23,12,12,0,41,35,6
35,23,874,857,17,3948,3763,185
36,23,877,877,0,3803,3708,95
37,23,4,4,0,28,22,6
38,23,9,9,0,47,45,2
39,23,175,175,0,455,386,69
40,23,74,37,37,267,159,108
41,23,83,83,0,349,348,1
42,23,113,96,17,498,406,92
43,23,34,34,0,67,62,5
44,23,114,108,6,420,403,17
45,23,8,8,0,35,35,0
46,23,2,2,0,11,8,3
47,23,5,1,4,18,7,11
48,23,681,681,0,4387,3968,419
49,23,724,679,45,4097,3703,394
53,23,32,3,29,132,5,127
54,23,2,2,0,6,4,2
55,23,15,12,3,63,41,22
56,23,13,13,0,41,38,3
57,23,31,25,6,140,131,9
60,23,165,40,125,502,216,286
61,23,6,2,4,30,14,16
62,23,43,26,17,240,174,66
1,24,6,6,0,14,14,0
2,24,549,540,9,2069,2033,36
3,24,894,845,49,3781,3551,230
4,24,118,118,0,406,368,38
5,24,303,272,31,1022,950,72
6,24,132,132,0,1058,699,359
7,24,325,297,28,1269,986,283
8,24,82,82,0,621,384,237
9,24,37,37,0,295,176,119
10,24,57,57,0,453,434,19
11,24,22,22,0,139,136,3
12,24,37,37,0,322,298,24
13,24,43,43,0,154,149,5
14,24,129,122,7,551,508,43
15,24,65,65,0,529,515,14
16,24,148,148,0,587,566,21
17,24,31,31,0,331,317,14
18,24,65,65,0,257,242,15
19,24,50,50,0,173,170,3
20,24,249,235,14,845,804,41
22,24,11,10,1,29,28,1
24,24,44,43,1,168,159,9
32,24,275,222,53,1288,1126,162
33,24,138,124,14,742,675,67
34,24,13,11,2,25,20,5
35,24,456,440,16,2123,2005,118
36,24,496,496,0,1946,1905,41
37,24,8,5,3,22,18,4
38,24,11,11,0,26,26,0
39,24,85,85,0,244,208,36
40,24,40,23,17,153,105,48
41,24,47,45,2,178,175,3
42,24,72,58,14,338,263,75
43,24,7,7,0,31,26,5
44,24,64,62,2,273,256,17
45,24,2,2,0,16,16,0
46,24,6,4,2,21,16,5
48,24,333,333,0,2215,1977,238
49,24,399,375,24,2080,1859,221
53,24,16,0,16,68,3,65
55,24,7,7,0,29,22,7
56,24,9,9,0,32,30,2
57,24,14,10,4,73,66,7
60,24,102,23,79,298,133,165
61,24,3,2,1,17,10,7
62,24,16,8,8,141,106,35
1,25,3,3,0,9,8,1
2,25,214,214,0,850,843,7
3,25,316,301,15,1524,1442,82
4,25,52,52,0,171,156,15
5,25,130,117,13,433,399,34
6,25,51,51,0,708,409,299
7,25,139,123,16,755,529,226
8,25,39,39,0,441,232,209
9,25,15,15,0,207,98,109
10,25,21,21,0,110,104,6
11,25,2,2,0,35,33,2
12,25,17,17,0,98,90,8
13,25,13,13,0,51,49,2
14,25,48,46,2,165,159,6
15,25,23,23,0,145,143,2
16,25,41,41,0,168,163,5
17,25,8,8,0,87,84,3
18,25,21,21,0,80,75,5
19,25,7,7,0,44,41,3
20,25,91,85,6,313,292,21
22,25,4,4,0,14,14,0
24,25,25,22,3,85,80,5
27,25,2,2,0,8,5,3
32,25,126,98,28,572,492,80
33,25,57,48,9,303,273,30
34,25,3,3,0,3,3,0
35,25,213,206,7,1046,981,65
36,25,214,214,0,986,962,24
38,25,3,3,0,19,19,0
39,25,29,29,0,126,102,24
40,25,16,6,10,67,46,21
41,25,16,16,0,76,76,0
42,25,20,14,6,107,83,24
43,25,14,14,0,26,23,3
44,25,29,28,1,141,135,6
45,25,4,4,0,9,9,0
48,25,177,177,0,1290,1172,118
49,25,193,182,11,1205,1090,115
53,25,5,0,5,36,1,35
55,25,5,4,1,20,13,7
56,25,2,2,0,13,13,0
57,25,3,3,0,29,29,0
60,25,40,8,32,153,63,90
61,25,3,1,2,14,8,6
62,25,3,2,1,36,25,11
1,26,9,9,0,23,20,3
2,26,540,536,4,1856,1830,26
3,26,624,608,16,3009,2852,157
4,26,103,103,0,360,314,46
5,26,291,267,24,1053,974,79
6,26,110,110,0,1087,671,416
7,26,300,281,19,1255,970,285
8,26,67,67,0,705,404,301
9,26,21,21,0,279,153,126
10,26,38,38,0,267,258,9
11,26,9,9,0,61,58,3
12,26,27,27,0,220,208,12
13,26,30,30,0,107,103,4
14,26,92,85,7,402,375,27
15,26,55,55,0,353,347,6
16,26,96,96,0,385,378,7
17,26,21,21,0,203,195,8
18,26,51,51,0,208,197,11
19,26,38,38,0,142,139,3
20,26,224,215,9,842,784,58
22,26,15,15,0,37,37,0
24,26,74,64,10,240,215,25
32,26,230,191,39,1119,974,145
33,26,117,105,12,642,576,66
35,26,499,481,18,2139,2018,121
36,26,413,413,0,1944,1901,43
37,26,7,7,0,40,31,9
38,26,12,12,0,48,47,1
39,26,79,79,0,195,164,31
40,26,34,20,14,112,66,46
41,26,40,39,1,189,185,4
42,26,66,55,11,298,248,50
43,26,17,17,0,35,32,3
44,26,73,68,5,254,242,12
45,26,8,8,0,27,27,0
46,26,6,6,0,14,14,0
47,26,4,1,3,8,4,4
48,26,478,478,0,3087,2790,297
49,26,468,433,35,2873,2568,305
53,26,20,1,19,78,3,75
54,26,2,2,0,3,2,1
55,26,8,6,2,39,27,12
56,26,5,5,0,14,13,1
57,26,13,10,3,71,66,5
60,26,72,14,58,226,94,132
61,26,3,2,1,17,10,7
62,26,21,15,6,116,87,29
1,27,14,14,0,43,40,3
2,27,929,914,15,3421,3372,49
3,27,1292,1241,51,5665,5336,329
4,27,136,136,0,504,437,67
5,27,533,491,42,1882,1774,108
6,27,220,220,0,1833,1165,668
7,27,554,509,45,2248,1717,531
8,27,96,96,0,1079,594,485
9,27,38,38,0,477,270,207
10,27,69,69,0,522,509,13
11,27,17,17,0,166,158,8
12,27,43,43,0,387,364,23
13,27,50,50,0,195,179,16
14,27,162,147,15,691,626,65
15,27,91,91,0,686,669,17
16,27,192,192,0,737,711,26
17,27,49,49,0,398,387,11
18,27,107,107,0,391,369,22
19,27,77,77,0,253,247,6
20,27,337,318,19,1236,1172,64
22,27,19,19,0,62,62,0
24,27,88,85,3,298,290,8
27,27,3,1,2,5,2,3
32,27,431,361,70,2053,1823,230
33,27,188,175,13,1069,993,76
35,27,872,853,19,3666,3482,184
36,27,881,881,0,3507,3434,73
37,27,10,7,3,52,36,16
38,27,16,16,0,71,71,0
39,27,155,155,0,477,402,75
40,27,67,30,37,265,171,94
41,27,63,62,1,273,269,4
42,27,83,68,15,468,349,119
43,27,38,38,0,62,59,3
44,27,122,116,6,444,425,19
45,27,9,9,0,25,25,0
46,27,3,1,2,16,8,8
47,27,4,3,1,11,7,4
48,27,657,657,0,4887,4384,503
49,27,774,725,49,4535,4057,478
53,27,26,1,25,142,6,136
55,27,11,10,1,38,29,9
56,27,7,7,0,23,20,3
57,27,17,15,2,87,82,5
60,27,121,27,94,395,179,216
61,27,10,2,8,34,12,22
62,27,30,21,9,192,141,51
1,28,5,5,0,17,17,0
2,28,548,544,4,1864,1851,13
3,28,816,779,37,3667,3439,228
4,28,99,99,0,342,311,31
5,28,300,273,27,1061,978,83
6,28,132,132,0,1060,678,382
7,28,309,280,29,1290,990,300
8,28,65,65,0,586,331,255
9,28,29,29,0,252,149,103
10,28,51,51,0,396,371,25
11,28,10,10,0,118,110,8
12,28,34,34,0,271,250,21
13,28,35,35,0,128,123,5
14,28,123,109,14,499,450,49
15,28,54,54,0,437,424,13
16,28,119,119,0,501,484,17
17,28,23,23,0,252,241,11
18,28,56,56,0,259,244,15
19,28,43,43,0,151,147,4
20,28,268,248,20,925,866,59
22,28,18,18,0,45,45,0
24,28,42,41,1,153,150,3
32,28,216,168,48,1017,895,122
33,28,118,109,9,574,525,49
34,28,4,4,0,15,15,0
35,28,479,467,12,2023,1923,100
36,28,504,504,0,1954,1924,30
37,28,7,4,3,25,18,7
38,28,9,9,0,49,48,1
39,28,109,109,0,306,266,40
40,28,41,21,20,178,117,61
41,28,37,37,0,145,143,2
42,28,64,52,12,303,242,61
43,28,19,19,0,40,37,3
44,28,66,65,1,233,227,6
45,28,4,4,0,17,16,1
46,28,7,4,3,18,12,6
48,28,350,350,0,2452,2179,273
49,28,401,376,25,2318,2075,243
53,28,9,0,9,51,1,50
55,28,8,5,3,35,20,15
56,28,5,5,0,16,16,0
57,28,2,1,1,48,43,5
60,28,84,21,63,260,112,148
61,28,5,2,3,18,8,10
62,28,30,13,17,130,83,47
1,29,4,3,1,10,8,2
2,29,235,235,0,873,871,2
3,29,264,251,13,1429,1327,102
4,29,36,36,0,129,114,15
5,29,105,100,5,393,361,32
6,29,52,52,0,660,397,263
7,29,134,117,17,741,513,228
8,29,34,34,0,421,218,203
9,29,11,11,0,194,93,101
10,29,15,15,0,133,129,4
11,29,4,4,0,34,33,1
12,29,10,10,0,81,76,5
13,29,11,11,0,55,49,6
14,29,40,39,1,158,139,19
15,29,14,14,0,137,132,5
16,29,33,33,0,170,164,6
17,29,11,11,0,92,91,1
18,29,19,19,0,80,74,6
19,29,17,17,0,59,58,1
20,29,79,75,4,303,290,13
22,29,5,5,0,12,12,0
24,29,22,21,1,67,65,2
32,29,93,77,16,457,398,59
33,29,56,50,6,284,257,27
34,29,2,1,1,4,3,1
35,29,180,178,2,833,791,42
36,29,196,196,0,807,788,19
37,29,8,7,1,18,15,3
38,29,7,7,0,29,28,1
39,29,42,42,0,120,110,10
40,29,21,11,10,79,52,27
41,29,12,11,1,61,60,1
42,29,16,14,2,89,75,14
43,29,8,8,0,19,15,4
44,29,19,17,2,86,84,2
45,29,3,3,0,10,10,0
48,29,182,182,0,1357,1208,149
49,29,160,154,6,1236,1109,127
53,29,4,1,3,21,1,20
56,29,3,3,0,7,6,1
60,29,43,8,35,137,66,71
62,29,5,2,3,40,20,20
1,30,11,11,0,32,31,1
2,30,534,529,5,2012,1990,22
3,30,637,612,25,3065,2886,179
4,30,90,90,0,304,275,29
5,30,261,236,25,931,843,88
6,30,99,99,0,1230,765,465
7,30,329,294,35,1362,1022,340
8,30,56,56,0,736,396,340
9,30,20,20,0,287,161,126
10,30,29,29,0,294,279,15
11,30,8,8,0,88,77,11
12,30,20,20,0,215,197,18
13,30,22,22,0,79,72,7
14,30,92,82,10,361,320,41
15,30,53,53,0,372,364,8
16,30,92,92,0,393,378,15
17,30,21,21,0,201,201,0
18,30,34,34,0,137,126,11
19,30,25,25,0,71,70,1
20,30,227,218,9,790,754,36
22,30,9,9,0,35,33,2
24,30,39,37,2,163,160,3
32,30,183,150,33,922,817,105
33,30,119,105,14,572,505,67
34,30,3,3,0,12,12,0
35,30,417,406,11,1826,1732,94
36,30,402,402,0,1621,1584,37
37,30,4,3,1,19,17,2
38,30,12,12,0,42,40,2
39,30,77,77,0,253,211,42
40,30,38,10,28,139,86,53
41,30,38,37,1,164,162,2
42,30,55,46,9,244,199,45
43,30,16,16,0,37,33,4
44,30,47,41,6,219,209,10
45,30,2,2,0,16,14,2
46,30,2,2,0,11,6,5
48,30,400,400,0,3123,2751,372
49,30,451,427,24,2934,2594,340
53,30,20,0,20,91,6,85
55,30,9,6,3,35,19,16
56,30,6,6,0,22,14,8
57,30,9,9,0,52,51,1
60,30,58,16,42,210,99,111
61,30,5,1,4,21,9,12
62,30,15,6,9,110,83,27
1,31,14,12,2,36,33,3
2,31,1354,1311,43,3544,3486,58
3,31,2098,1922,176,5779,5475,304
4,31,224,198,26,531,489,42
5,31,708,615,93,1838,1707,131
6,31,672,574,98,2358,1780,578
7,31,1200,1023,177,3174,2683,491
8,31,455,374,81,1394,948,446
9,31,177,134,43,577,388,189
10,31,324,314,10,795,769,26
11,31,120,112,8,253,237,16
12,31,235,220,15,627,597,30
13,31,91,86,5,249,233,16
14,31,317,269,48,1034,930,104
15,31,407,405,2,996,988,8
16,31,418,404,14,1045,1015,30
17,31,220,215,5,551,537,14
18,31,121,114,7,352,332,20
19,31,79,74,5,205,198,7
20,31,440,400,40,1390,1308,82
21,31,11,11,0,28,16,12
22,31,29,27,2,61,59,2
24,31,90,86,4,305,295,10
25,31,241,241,0,545,528,17
26,31,3,2,1,4,3,1
27,31,2,1,1,7,4,3
28,31,8,8,0,26,23,3
29,31,5,4,1,10,8,2
31,31,713,713,0,2573,2113,460
32,31,626,492,134,2223,2014,209
33,31,299,268,31,1145,1048,97
34,31,5,4,1,11,10,1
35,31,1485,1409,76,4347,4170,177
36,31,1513,1490,23,4082,4035,47
37,31,5,3,2,24,19,5
38,31,7,7,0,31,31,0
39,31,418,365,53,923,845,78
40,31,135,73,62,532,369,163
41,31,79,78,1,283,276,7
42,31,87,58,29,383,306,77
43,31,42,39,3,61,55,6
44,31,144,133,11,508,476,32
45,31,12,12,0,31,31,0
46,31,3,2,1,9,7,2
47,31,2,0,2,8,3,5
48,31,2018,2018,0,4531,4128,403
49,31,1299,1174,125,4166,3861,305
50,31,92,89,3,247,238,9
51,31,9,8,1,24,19,5
53,31,36,1,35,112,6,106
54,31,9,6,3,13,10,3
55,31,19,11,8,63,48,15
56,31,16,13,3,56,47,9
57,31,10,7,3,84,78,6
58,31,330,330,0,676,550,126
59,31,75,46,29,238,147,91
60,31,107,22,85,388,148,240
61,31,4,2,2,16,10,6
62,31,56,27,29,276,199,77
1,32,12,11,1,24,23,1
2,32,933,913,20,2407,2371,36
3,32,1748,1603,145,4661,4401,260
4,32,188,160,28,446,409,37
5,32,526,476,50,1358,1280,78
6,32,807,721,86,2343,1918,425
7,32,1310,1134,176,3369,2972,397
8,32,436,373,63,1243,963,280
9,32,175,145,30,501,366,135
10,32,304,293,11,671,646,25
11,32,67,65,2,188,177,11
12,32,198,187,11,467,437,30
13,32,97,90,7,244,233,11
14,32,237,201,36,807,730,77
15,32,300,296,4,792,775,17
16,32,356,344,12,879,856,23
17,32,198,193,5,512,498,14
18,32,81,76,5,234,219,15
19,32,51,47,4,127,121,6
20,32,296,280,16,990,947,43
21,32,4,4,0,15,7,8
22,32,13,13,0,30,29,1
24,32,57,51,6,199,190,9
25,32,174,174,0,344,329,15
27,32,3,3,0,5,5,0
28,32,7,7,0,12,10,2
29,32,2,2,0,4,3,1
31,32,491,491,0,1712,1420,292
32,32,433,323,110,1472,1311,161
33,32,224,201,23,819,758,61
34,32,4,4,0,8,8,0
35,32,1105,1031,74,3143,3008,135
36,32,1115,1098,17,2942,2903,39
37,32,7,4,3,19,15,4
38,32,15,14,1,31,30,1
39,32,364,320,44,780,712,68
40,32,115,63,52,449,314,135
41,32,52,51,1,179,175,4
42,32,51,36,15,270,225,45
43,32,20,17,3,37,30,7
44,32,104,99,5,330,314,16
45,32,3,3,0,17,17,0
46,32,5,2,3,10,6,4
47,32,4,0,4,5,1,4
48,32,1256,1256,0,2659,2433,226
49,32,796,722,74,2502,2298,204
50,32,51,50,1,128,121,7
51,32,14,12,2,37,26,11
52,32,2,0,2,3,0,3
53,32,23,1,22,81,3,78
54,32,3,2,1,5,3,2
55,32,6,2,4,16,12,4
56,32,24,17,7,50,38,12
57,32,9,3,6,51,42,9
58,32,345,345,0,589,469,120
59,32,65,36,29,179,102,77
60,32,94,31,63,359,156,203
61,32,2,0,2,15,5,10
62,32,35,17,18,175,122,53
1,33,3,3,0,8,7,1
2,33,370,358,12,990,972,18
3,33,694,629,65,1989,1883,106
4,33,93,80,13,257,235,22
5,33,212,180,32,578,534,44
6,33,429,368,61,1377,1085,292
7,33,672,563,109,1806,1522,284
8,33,255,213,42,811,602,209
9,33,75,63,12,312,223,89
10,33,107,105,2,295,284,11
11,33,33,30,3,91,85,6
12,33,74,67,7,201,189,12
13,33,50,47,3,123,118,5
14,33,126,115,11,376,349,27
15,33,108,106,2,338,333,5
16,33,145,141,4,362,355,7
17,33,55,54,1,184,181,3
18,33,36,34,2,123,119,4
19,33,31,28,3,73,70,3
20,33,151,142,9,475,448,27
22,33,2,2,0,16,16,0
24,33,47,47,0,128,126,2
25,33,88,88,0,204,199,5
28,33,2,2,0,3,3,0
31,33,211,211,0,743,614,129
32,33,170,116,54,629,540,89
33,33,81,71,10,368,344,24
35,33,460,434,26,1433,1374,59
36,33,524,517,7,1358,1338,20
37,33,5,1,4,19,12,7
38,33,8,7,1,19,18,1
39,33,153,133,20,356,321,35
40,33,76,40,36,227,156,71
41,33,24,24,0,105,105,0
42,33,45,33,12,158,126,32
43,33,14,11,3,19,15,4
44,33,49,47,2,139,136,3
45,33,3,3,0,6,6,0
46,33,2,2,0,12,10,2
48,33,648,648,0,1550,1408,142
49,33,409,364,45,1434,1298,136
50,33,36,35,1,90,86,4
51,33,11,11,0,16,14,2
53,33,9,0,9,48,5,43
55,33,9,2,7,16,9,7
56,33,2,1,1,11,9,2
57,33,2,1,1,32,30,2
58,33,153,153,0,286,230,56
59,33,39,22,17,103,55,48
60,33,46,9,37,166,63,103
61,33,8,3,5,18,10,8
62,33,16,9,7,94,71,23
1,34,13,11,2,25,23,2
2,34,1019,990,29,2764,2723,41
3,34,1747,1590,157,4733,4482,251
4,34,225,197,28,533,488,45
5,34,602,522,80,1498,1380,118
6,34,1125,1017,108,3328,2787,541
7,34,1796,1598,198,4677,4143,534
8,34,627,544,83,1929,1526,403
9,34,248,209,39,787,601,186
10,34,325,311,14,872,835,37
11,34,105,99,6,281,267,14
12,34,266,252,14,675,634,41
13,34,104,92,12,269,243,26
14,34,338,286,52,1051,939,112
15,34,393,385,8,1051,1025,26
16,34,409,394,15,1018,993,25
17,34,215,210,5,582,567,15
18,34,82,68,14,289,266,23
19,34,63,59,4,165,156,9
20,34,381,366,15,1259,1208,51
21,34,43,43,0,64,53,11
22,34,15,15,0,46,46,0
24,34,96,96,0,355,348,7
25,34,258,258,0,526,520,6
28,34,5,5,0,15,9,6
29,34,2,2,0,4,4,0
30,34,4,2,2,11,8,3
31,34,658,658,0,2261,1866,395
32,34,612,412,200,1904,1624,280
33,34,257,230,27,1068,968,100
35,34,1325,1238,87,3938,3777,161
36,34,1329,1309,20,3620,3568,52
37,34,13,5,8,39,26,13
38,34,9,8,1,51,49,2
39,34,566,521,45,1204,1121,83
40,34,196,113,83,664,475,189
41,34,78,77,1,268,266,2
42,34,104,76,28,463,368,95
43,34,34,30,4,59,53,6
44,34,132,121,11,410,385,25
45,34,6,6,0,23,22,1
46,34,2,2,0,14,13,1
48,34,1832,1832,0,4155,3773,382
49,34,1181,1037,144,3834,3456,378
50,34,148,147,1,305,292,13
51,34,17,13,4,46,33,13
53,34,56,2,54,183,3,180
55,34,18,12,6,39,29,10
56,34,11,9,2,38,35,3
57,34,9,9,0,45,44,1
58,34,446,446,0,787,648,139
59,34,142,79,63,347,214,133
60,34,110,26,84,435,180,255
61,34,7,2,5,26,12,14
62,34,44,27,17,258,200,58
1,35,14,13,1,35,32,3
2,35,1247,1212,35,3335,3284,51
3,35,2471,2264,207,6504,6191,313
4,35,308,267,41,721,668,53
5,35,796,707,89,1850,1722,128
6,35,1273,1152,121,3771,3178,593
7,35,1974,1744,230,5262,4709,553
8,35,680,599,81,2166,1720,446
9,35,256,214,42,831,652,179
10,35,492,481,11,1217,1187,30
11,35,153,151,2,395,383,12
12,35,354,326,28,883,836,47
13,35,175,161,14,401,374,27
14,35,460,421,39,1506,1397,109
15,35,603,590,13,1498,1472,26
16,35,653,633,20,1548,1501,47
17,35,358,350,8,855,833,22
18,35,140,123,17,397,377,20
19,35,84,76,8,210,198,12
20,35,469,427,42,1515,1412,103
21,35,47,47,0,81,67,14
22,35,25,25,0,71,71,0
24,35,144,137,7,427,413,14
25,35,298,298,0,653,644,9
26,35,3,3,0,5,4,1
27,35,9,7,2,23,20,3
28,35,21,21,0,59,47,12
29,35,7,5,2,17,15,2
30,35,7,6,1,27,24,3
31,35,779,779,0,2623,2160,463
32,35,673,460,213,2247,1946,301
33,35,295,255,40,1145,1050,95
34,35,8,8,0,18,18,0
35,35,1371,1292,79,3994,3852,142
36,35,1452,1427,25,3854,3796,58
37,35,13,5,8,31,22,9
38,35,22,19,3,48,44,4
39,35,675,617,58,1432,1331,101
40,35,260,152,108,839,574,265
41,35,100,97,3,383,377,6
42,35,124,78,46,488,376,112
43,35,54,51,3,71,66,5
44,35,156,140,16,473,446,27
45,35,6,6,0,17,17,0
46,35,3,1,2,15,7,8
47,35,7,2,5,11,5,6
48,35,2172,2172,0,4864,4421,443
49,35,1337,1187,150,4483,4079,404
50,35,154,148,6,373,354,19
51,35,16,11,5,48,30,18
53,35,70,5,65,203,10,193
54,35,2,0,2,4,1,3
55,35,15,7,8,39,28,11
56,35,12,9,3,35,31,4
57,35,11,11,0,58,57,1
58,35,535,535,0,957,799,158
59,35,147,81,66,401,248,153
60,35,136,34,102,565,228,337
61,35,4,2,2,36,19,17
62,35,56,35,21,253,196,57
1,36,13,13,0,22,21,1
2,36,788,761,27,2164,2124,40
3,36,1793,1604,189,4776,4465,311
4,36,222,191,31,525,485,40
5,36,413,361,52,1005,937,68
6,36,808,723,85,2401,1986,415
7,36,1286,1146,140,3403,3032,371
8,36,439,372,67,1361,1048,313
9,36,160,136,24,555,433,122
10,36,352,343,9,844,824,20
11,36,104,101,3,265,259,6
12,36,246,235,11,603,572,31
13,36,112,106,6,269,253,16
14,36,306,269,37,1032,927,105
15,36,346,337,9,952,934,18
16,36,407,386,21,1039,993,46
17,36,211,201,10,575,554,21
18,36,97,94,3,268,259,9
19,36,53,48,5,140,133,7
20,36,314,296,18,987,950,37
21,36,41,41,0,73,60,13
22,36,12,12,0,29,29,0
24,36,85,81,4,287,279,8
25,36,210,210,0,472,459,13
28,36,7,7,0,18,14,4
30,36,4,4,0,9,9,0
31,36,458,458,0,1499,1247,252
32,36,422,293,129,1311,1125,186
