rarity, ship, name, source, image
1, Matsuwa, Crybaby Matsuwa, https://seiga.nicovideo.jp/seiga/im6992679, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_crybaby_matsuwa.jpg
1, Yukikaze, Day Off, https://www.pixiv.net/artworks/76606294, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_day_off.jpg
1, Kasuga Maru, Escort Carrier Shinyou, https://www.pixiv.net/artworks/70717860, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_escort_carrier_shinyou.jpg
1, Kasuga Maru, Escort Carrier Taiyou, https://twitter.com/i/web/status/1174703979504132096, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_escort_carrier_taiyou.jpg
1, Etorofu, Etorofu, https://www.pixiv.net/artworks/62892380, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_etorofu.jpg
1, I-26, Finding Nimu, https://www.pixiv.net/artworks/58415973, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_finding_nimu.jpg
1, Fubuki, Fubuki, https://twitter.com/i/web/status/1175045001400569856, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_fubuki.jpg
1, Fumizuki, Fumizuki, https://www.pixiv.net/artworks/47844063, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_fumizuki.jpg
1, Gambier Bay, Gambier Bay, https://twitter.com/i/web/status/974284865200795650, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_gambier_bay.jpg
1, Akebono, Geared Up Akebono, https://www.pixiv.net/artworks/41777927, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_geared_up_akebono.jpg
1, Amatsukaze, Gift From Amatsukaze, https://www.pixiv.net/artworks/73202509, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_gift_from_amatsukaze.jpg
1, Giuseppe Garibaldi, Giuseppe Garibaldi, https://www.pixiv.net/artworks/74898871, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_giuseppe_garibaldi.jpg
1, Gotland, Gotland, https://www.pixiv.net/artworks/71658227, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_gotland.jpg
1, Wakaba, Gun Wakaba, https://www.pixiv.net/artworks/55881810, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_gun_wakaba.jpg
1, Hamakaze, Hamakaze, https://www.pixiv.net/artworks/42601052, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_hamakaze.jpg
1, Yayoi, Happy Yayoi, https://www.pixiv.net/artworks/65582350, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_happy_yayoi.jpg
1, Haruna, Haruna Crumpets, https://www.pixiv.net/artworks/58699642, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_haruna_crumpets.jpg
1, Haruna, Haruna Volley, https://www.pixiv.net/artworks/50158780, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_haruna_volley.jpg
1, Harusame, Harusame, https://www.pixiv.net/artworks/45456249, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_harusame.jpg
1, Hatsukaze, Hatsukaze, https://www.pixiv.net/artworks/43395147, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_hatsukaze.jpg
1, Kumano, Heavy Cruiser Kumano, https://www.pixiv.net/artworks/38943009, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_heavy_cruiser_kumano.jpg
1, Suzuya, Heavy Cruiser Suzuya, https://www.pixiv.net/artworks/40260687, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_heavy_cruiser_suzuya.jpg
1, Hiei, Hiei Baked Sweets, https://www.pixiv.net/artworks/58699642, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_hiei_baked_sweets.jpg
1, Asashio, Idea Bulb, https://www.pixiv.net/artworks/76047909, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_idea_bulb.jpg
1, Fumizuki, Innocent Fumizuki, https://www.pixiv.net/artworks/48408354, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_innocent_fumizuki.jpg
1, Isokaze, Isokaze, https://twitter.com/i/web/status/1073933633688236032, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_isokaze.jpg
1, Kaga, Kaga Victory Pose, https://www.pixiv.net/artworks/52335768, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_kaga_victory_pose.jpg
1, Kaga, Kagatoo, https://twitter.com/38runy/status/930810266505244672, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_kagatoo.jpg
1, Kasumi, Kasumi Model B, https://www.pixiv.net/artworks/54852639, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_kasumi_model_b.jpg
1, Katsuragi, Katsuragi, https://www.pixiv.net/artworks/50082396, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_katsuragi.jpg
1, Kikuzuki, Kikuzuki, https://danbooru.donmai.us/posts/1732373, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_kikuzuki.jpg
1, Agano, Kirari-n Agano, https://www.pixiv.net/artworks/53320096, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_kirari-n_agano.jpg
1, Kirishima, Kirishima Shortcake, https://www.pixiv.net/artworks/58699642, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_kirishima_shortcake.jpg
1, Kitakami/Ooi, Kitakami And Ooi, https://www.pixiv.net/artworks/54076616, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_kitakami_and_ooi.jpg
1, Kongou, Kongou Tea Time, https://www.pixiv.net/artworks/56004360, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_kongou_tea_time.jpg
1, Z1, Leberecht Maass, https://www.pixiv.net/artworks/42434608, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_leberecht_maass.jpg
1, Libeccio, Libeccio, https://www.pixiv.net/artworks/51918496, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_libeccio.jpg
1, Fumizuki, Lovely Fumizuki, https://www.pixiv.net/artworks/48159048, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_lovely_fumizuki.jpg
1, Luigi Torelli, Luigi Torelli, https://www.pixiv.net/artworks/64534816, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_luigi_torelli.jpg
1, Shigure, Maid Shigure, https://www.pixiv.net/artworks/49954862, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_maid_shigure.jpg
1, Taihou, Maid Taihou, https://www.pixiv.net/artworks/69147314, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_maid_taihou.jpg
1, Hibiki, Marine Hibiki, https://www.pixiv.net/artworks/49031075, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_marine_hibiki.jpg
1, Z3, Max Schultz, https://www.pixiv.net/artworks/42614082, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_max_schultz.jpg
1, Murakumo, Melancholy Murakumo, https://twitter.com/6thbody/status/779917033597054976, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_melancholy_murakumo.jpg
1, Michishio, Michishio, https://www.pixiv.net/artworks/66082789, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_michishio.jpg
1, Mikazuki, Mikazuki Bliss, https://www.pixiv.net/artworks/64656842, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_mikazuki_bliss.jpg
1, Minazuki, Minazuki Pose, https://www.pixiv.net/artworks/63489105, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_minazuki_pose.jpg
1, Minegumo, Minegumo, https://www.pixiv.net/artworks/76665337, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_minegumo.jpg
1, Mochizuki, Mochizuki, https://www.pixiv.net/artworks/59119832, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_mochizuki.jpg
1, Maruyu, Mole-chan Maruyu, https://www.pixiv.net/artworks/40667252, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_mole-chan_maruyu.jpg
1, Iowa, Most Volleyball Iowa, https://www.pixiv.net/artworks/55428020, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_most_volleyball_iowa.jpg
1, Murakumo, Murakumos Bikini, https://twitter.com/6thbody/status/1015141851219705856, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_murakumos_bikini.jpg
1, Murasame, Murasame, https://twitter.com/i/web/status/1087822729103855616, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_murasame.jpg
1, Nagatsuki, Nagatsuki, https://www.pixiv.net/artworks/74756460, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_nagatsuki.jpg
1, Nelson, Nelson, https://www.pixiv.net/artworks/71157827, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_nelson.jpg
1, Abyssal, Northern Princess, https://www.pixiv.net/artworks/54218556, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_northern_princess.jpg
1, Abyssal, Northern Princess Sisters, https://www.pixiv.net/artworks/74903603, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_northern_princess_sisters.jpg
1, Noshiro, Noshiro, https://twitter.com/i/web/status/938055881614245888, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_noshiro.jpg
1, Nagatsuki, Nyagatsuki, https://www.pixiv.net/artworks/73963958, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_nyagatsuki.jpg
1, Abyssal, Oni Tsundere, https://www.pixiv.net/artworks/69598518, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_oni_tsundere.jpg
1, Ooshio, Ooshio, https://twitter.com/i/web/status/1149770808715169792, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_ooshio.jpg
1, Sendai, Pre-night Battle Smile, https://www.pixiv.net/artworks/66181233, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_pre-night_battle_smile.jpg
1, Ooi, Present From Ooi, https://twitter.com/6thbody/status/963416967318192128, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_present_from_ooi.jpg
1, Abyssal/Admiral, Princess Meets Prince, https://www.pixiv.net/artworks/45983656, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_princess_meets_prince.jpg
1, Prinz Eugen, Prinz Eugen, https://www.pixiv.net/artworks/47279550, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_prinz_eugen.jpg
1, Ro-500, Ro-chan, https://twitter.com/atutoku/status/1169637583090905088, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_ro-chan.jpg
1, Sado, Sado-sama, https://twitter.com/i/web/status/1004733604751015936, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_sado-sama.jpg
1, Samidare, Samidares Fav Food, https://www.pixiv.net/artworks/72059709, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_samidares_fav_food.jpg
1, Samuel B. Roberts, Samuel B Roberts, https://www.pixiv.net/artworks/68425559, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_samuel_b_roberts.jpg
1, Saratoga, Saratoga Of The Orient, https://twitter.com/6thbody/status/836955072479158273, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_saratoga_of_the_orient.jpg
1, Saratoga, Saratogas Air Support, https://www.pixiv.net/artworks/62977369, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_saratogas_air_support.jpg
1, Satsuki, Satsuki, https://www.pixiv.net/artworks/55697036, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_satsuki.jpg
1, Sazanami, Sazanami, https://www.pixiv.net/artworks/38213308, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_sazanami.jpg
1, Sendai, Sendai Kai Ni, https://www.pixiv.net/artworks/75748431, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_sendai_kai_ni.jpg
1, Sendai, Sendai Strike, https://www.pixiv.net/artworks/62978912, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_sendai_strike.jpg
1, Sendai, Sendais Shark Plushie, https://www.pixiv.net/artworks/75378486, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_sendais_shark_plushie.jpg
1, Sakawa, Serious Sakawa, https://www.pixiv.net/artworks/44252774, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_serious_sakawa.jpg
1, Samidare/Shigure, Shigure And Samidare, https://www.pixiv.net/artworks/68931142, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_shigure_and_samidare.jpg
1, Shigure, Shigures Launch, https://www.pixiv.net/artworks/74799649, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_shigures_launch.jpg
1, I-400/I-401, Shion And Shioi, https://www.pixiv.net/artworks/66451352, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_shion_and_shioi.jpg
1, Taigei, Shopping Duty Taigei, https://www.pixiv.net/artworks/47251593, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_shopping_duty_taigei.jpg
1, Shoukaku, Shoukakus New Power, https://www.pixiv.net/artworks/53670589, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_shoukakus_new_power.jpg
1, Akatsuki/Hibiki/Ikazuchi/Inazuma, Sixth Destroyer Cornvision, https://www.pixiv.net/artworks/75863234, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_sixth_destroyer_cornvision.jpg
1, Akagi/Kaga, Sleeping Soundly, https://www.pixiv.net/artworks/44915183, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_sleeping_soundly.jpg
1, Murasame, Snowy Murasame, https://twitter.com/i/web/status/1091346115935391744, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_snowy_murasame.jpg
1, Yamakaze, Summer Yamakaze, https://www.pixiv.net/artworks/70107233, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_summer_yamakaze.jpg
1, Jintsuu, Sunset Jintsuu, https://www.pixiv.net/artworks/53381177, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_sunset_jintsuu.jpg
1, Yahagi, Sunset Yahagi, https://www.pixiv.net/artworks/74078181, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_sunset_yahagi.jpg
1, Zuikaku, Sunset Zuikaku, https://www.pixiv.net/artworks/47595784, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_sunset_zuikaku.jpg
1, Suzutsuki, Suzu-squash, https://twitter.com/eber_accebeR/status/933714586401828864, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_suzu-squash.jpg
1, Yura, Swimsuit Yura, https://www.pixiv.net/artworks/65131273, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_swimsuit_yura.jpg
1, Z1, Swimsuit Z1, https://twitter.com/i/web/status/1165596958209101824, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_swimsuit_z1.jpg
1, Z3, Swimsuit Z3, https://twitter.com/i/web/status/1005041569311756289, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_swimsuit_z3.jpg
1, Tanikaze, Tanikaze, https://www.pixiv.net/artworks/44445238, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_tanikaze.jpg
1, Tatsuta, Tatsuta Twirl, https://www.pixiv.net/artworks/63189457, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_tatsuta_twirl.jpg
1, Kongou, Tea Time Desu, https://www.pixiv.net/artworks/49383627, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_tea_time_desu.jpg
1, Mogami, The Last Mogami, https://www.pixiv.net/artworks/57377544, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_the_last_mogami.jpg
1, I-58, The Orel Cruise, https://www.pixiv.net/artworks/48472221, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_the_orel_cruise.jpg
1, Tone, Tone Kai Ni, https://twitter.com/6thbody/status/875941321243975680, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_tone_kai_ni.jpg
1, Kiso, Torpedo Cruiser Kiso, https://twitter.com/i/web/status/930443699196108800, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_torpedo_cruiser_kiso.jpg
1, Tsushima, Tsushima, https://www.pixiv.net/artworks/66936067, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_tsushima.jpg
1, Oboro, Umbrella Oboro, https://www.pixiv.net/artworks/50548952, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_umbrella_oboro.jpg
1, Unryuu, Unryuu Or Two, https://www.pixiv.net/artworks/72621943, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_unryuu_or_two.jpg
1, Urakaze, Urakaze, https://twitter.com/i/web/status/807528267754283009, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_urakaze.jpg
1, Uzuki, Uzuki Pyon, https://seiga.nicovideo.jp/seiga/im9671014, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_uzuki_pyon.jpg
1, Warspite, Warspites Warmsmile, https://www.pixiv.net/artworks/59516378, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_warspites_warmsmile.jpg
1, Suzuya, Winking Suzuya, https://www.pixiv.net/artworks/65592662, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_winking_suzuya.jpg
1, Yamagumo, Yamagumo, https://www.pixiv.net/artworks/48429215, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_yamagumo.jpg
1, Yahagi, Yamatos Twin Sister Yahagi, https://www.pixiv.net/artworks/69620222, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_yamatos_twin_sister_yahagi.jpg
1, Kongou, Yes Admiral, https://twitter.com/_konkito/status/1163813448397885442, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_yes_admiral.jpg
1, Yuudachi, Yuudachi Grin, https://www.pixiv.net/artworks/68186257, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_yuudachi_grin.jpg
1, Yuudachi, Yuudachi Kai Ni, https://www.pixiv.net/artworks/57420202, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_yuudachi_kai_ni.jpg
1, Yuudachi, Yuudachi Volley, https://www.pixiv.net/artworks/76324460, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_yuudachi_volley.jpg
1, Akebono/Zuihou, Zuihoubono, https://www.pixiv.net/artworks/48186690, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_zuihoubono.jpg
1, Zuikaku, Zuikakus New Power, https://www.pixiv.net/artworks/53670589, https://amusementclub.nyc3.cdn.digitaloceanspaces.com/cards/kancolle/1_zuikakus_new_power.jpg
